"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"93","1","""9303300000""","- Other sporting, hunting or target-shooting rifles","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","1","""9303900010""","other firearms and similar devices which operate by the firing of an explosive charge (for example, arrows shotguns and rifles, very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"93","1","""9303900090""","Captive-bolt humane killers, line-throwing guns.","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"93","1","""9304000010""","Other arms (for example  shotguns, rifles and pistols, operated by air pressure), excluding those of heading 93.07.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9304000090""","Other arms (for example, spring, air or gas guns and pistols,truncheons), excluding those of heading 93.07.","Numrical","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9305100000""","- of revolvers or pistols","Kg Net","30%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9305200000""","- Of shotguns or rifles of heading 93.03","Numrical","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"93","2","""9305910000""","Other parts and accessories -- of military weapons of heading 93.01","Kg Net","30%","N/A","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9305990010""","parts and accessories of rubber, for articles of heading 93.01 to 93.04, other than of military weapons","Kg Net","30%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9305990090""","Parts and accessories of other materials other than those mentioned above, for articles of heading 93.01 to 93.04, other than of military weapons","Kg Net","30%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","2","""9306210000""","-- Cartridges","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"93","2","""9306290000""","Cartridges parts, parts thereof, air gun pellets","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"93","2","""9306301000""","N/A","N/A","N/A","N/A","N/A","N/A"
"93","2","""9306309100""","N/A","N/A","N/A","N/A","N/A","N/A"
"93","3","""9306309900""","N/A","N/A","N/A","N/A","N/A","N/A"
"93","3","""9306901000""","N/A","N/A","N/A","N/A","N/A","N/A"
"93","3","""9306909000""","N/A","N/A","N/A","N/A","N/A","N/A"
"93","3","""9307000010""","Swords, cutlasses, bayonets, lances and similar arms, for military purposes","Kg Net","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","3","""9307000020""","Swords, cutlasses, bayonets, lances and similar arms, not for military purposes","Kg Net","30%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","3","""9307000030""","Parts of swords, cutlasses, bayonets, lances and similar arms, scabbards and sheaths thereof, for military purposes","Kg Net","30%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"93","3","""9307000090""","Parts of swords, cutlasses, bayonets, lances and similar arms, scabbards and sheaths thereof, not for military purposes","Kg Net","30%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"94","1","""9401100000""","- Seats of a kind used for aircraft","Numrical","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"94","1","""9401200000""","- Seats of a kind used for motor vehicles","Numrical","10%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"94","1","""9401310010""","N/A","N/A","N/A","N/A","N/A","N/A"
"94","1","""9401310090""","N/A","N/A","N/A","N/A","N/A","N/A"
